geo_key,locator_type,n_listings,sites,building_name,locality,address,geocode_query_hint,geocode_from_site,geocode_from_listing_id,done
B|godrej royale woods|devanahalli,building,8,99acres,Godrej Royale Woods,Devanahalli,,"Godrej Royale Woods, Devanahalli, Bengaluru",99acres,A90795844,
A|standalone building neeladri nagar near comfort homes ladies pg electronic city,address,1,nobroker,,Electronic City,"standalone Building, Neeladri Nagar near Comfort Homes Ladies PG, Electronic City, bangalore","standalone Building, Neeladri Nagar near Comfort Homes Ladies PG, Electronic City, bangalore",nobroker,8a9faf8599ad2d4c0199ad4924a4040e,
A|standalone building shantipura main rd near apollo pharmacy shanthi pura electronic city,address,1,nobroker,,Electronic City,"standalone building, Shantipura Main Rd, near Apollo Pharmacy Shanthi Pura, Electronic City, bangalore","standalone building, Shantipura Main Rd, near Apollo Pharmacy Shanthi Pura, Electronic City, bangalore",nobroker,8aa9b2c99b81ceff019b822cad6618c6,
A|rayasandra near jan aushadhi kendra doddanagamangala village,address,1,nobroker,,Doddanagamangala Village,"Rayasandra near Jan aushadhi Kendra, Doddanagamangala Village, bangalore","Rayasandra near Jan aushadhi Kendra, Doddanagamangala Village, bangalore",nobroker,8a9f8fc3937b743901937b7e922f0369,
L|99acres|G88037698id-G88037698,locality,1,99acres,"Manjunatha Layout Munnekollal, Old Airport Road, Bangalore East",Manjunatha Layout Munnekollal,,"Manjunatha Layout Munnekollal, Bengaluru",99acres,G88037698,
L|99acres|M66274392id-M66274392,locality,1,99acres,"Sanjayanagara, Bellari Road, Bangalore North",Sanjayanagara,,"Sanjayanagara, Bengaluru",99acres,M66274392,
L|99acres|K91972648id-K91972648,locality,1,99acres,"Nagasandra, Bangalore, Bangalore West",Nagasandra,,"Nagasandra, Bengaluru",99acres,K91972648,
L|99acres|O91951244id-O91951244,locality,1,99acres,new house,Nelamangala,,"Nelamangala, Bengaluru",99acres,O91951244,
L|99acres|G91949934id-G91949934,locality,1,99acres,"Hunnigere, Nelamangala, Bangalore West",Hunnigere,,"Hunnigere, Bengaluru",99acres,G91949934,
L|99acres|D91938026id-D91938026,locality,1,99acres,"Nayak Layout, JP Nagar, Bangalore South",Nayak Layout,,"Nayak Layout, Bengaluru",99acres,D91938026,
L|99acres|G86640682id-G86640682,locality,1,99acres,"Immadihalli, Whitefield, Bangalore East",Immadihalli,,"Immadihalli, Bengaluru",99acres,G86640682,
L|99acres|J91655334id-J91655334,locality,1,99acres,"Electronic City, Bangalore, Bangalore South",Electronic City,,"Electronic City, Bengaluru",99acres,J91655334,
L|99acres|S91650190id-S91650190,locality,1,99acres,"Kithaganur, Bangalore, Bangalore East",Kithaganur,,"Kithaganur, Bengaluru",99acres,S91650190,
L|99acres|P91630034id-P91630034,locality,1,99acres,"Kithaganur Colony, Bangalore, Bangalore East",Kithaganur Colony,,"Kithaganur Colony, Bengaluru",99acres,P91630034,
L|99acres|I91468664id-I91468664,locality,1,99acres,"RT Nagar, Bangalore, Bangalore North",RT Nagar,,"RT Nagar, Bengaluru",99acres,I91468664,
L|99acres|Q91458976id-Q91458976,locality,1,99acres,"Vijinapura, Old Madras Road, Bangalore East",Vijinapura,,"Vijinapura, Bengaluru",99acres,Q91458976,
L|99acres|Q91991368id-Q91991368,locality,1,99acres,"Amruthnagar, Sahakara Nagar, Bangalore North",Amruthnagar,,"Amruthnagar, Bengaluru",99acres,Q91991368,
L|99acres|I91133106id-I91133106,locality,1,99acres,"Green Garden Layout, Old Airport Road, Bangalore East",Green Garden Layout,,"Green Garden Layout, Bengaluru",99acres,I91133106,
L|99acres|J91862394id-J91862394,locality,1,99acres,"Indiranagar, Bangalore East",Indiranagar,,"Indiranagar, Bengaluru",99acres,J91862394,
L|99acres|R88072846id-R88072846,locality,1,99acres,"TC Palaya, KR Puram, Bangalore East",TC Palaya,,"TC Palaya, Bengaluru",99acres,R88072846,
L|99acres|V91917018id-V91917018,locality,1,99acres,"Hoodi, Bangalore, Bangalore East",Hoodi,,"Hoodi, Bengaluru",99acres,V91917018,
L|99acres|G91459782id-G91459782,locality,1,99acres,"RT Nagar, Bangalore, Bangalore North",RT Nagar,,"RT Nagar, Bengaluru",99acres,G91459782,
L|99acres|V87418174id-V87418174,locality,1,99acres,slv homes kudathi Sarjapur road Bangalore,Sulikunte,,"Sulikunte, Bengaluru",99acres,V87418174,
L|99acres|A91757048id-A91757048,locality,1,99acres,"CV Raman Nagar, Old Madras Road, Bangalore East",CV Raman Nagar,,"CV Raman Nagar, Bengaluru",99acres,A91757048,
L|99acres|Y91885858id-Y91885858,locality,1,99acres,"Lakkasandra, Wilson Garden, Bangalore, Bangalore Central",Lakkasandra,,"Lakkasandra, Bengaluru",99acres,Y91885858,
L|99acres|B91820516id-B91820516,locality,1,99acres,"Vinayakanagar Adugodi / Shantinagar, Bangalore South",Vinayakanagar Adugodi / Shantinagar,,"Vinayakanagar Adugodi / Shantinagar, Bengaluru",99acres,B91820516,
L|99acres|H91803592id-H91803592,locality,1,99acres,"Rajarajeshwari Nagar, Bangalore, Bangalore West",Rajarajeshwari Nagar,,"Rajarajeshwari Nagar, Bengaluru",99acres,H91803592,
L|99acres|S89294151id-S89294151,locality,1,99acres,"Electronics City Phase 1, Bangalore, Bangalore South",Electronics City Phase 1,,"Electronics City Phase 1, Bengaluru",99acres,S89294151,
L|99acres|D91710090id-D91710090,locality,1,99acres,"Dwarka Nagar, Bagalur Main Road, Bangalore North",Dwarka Nagar,,"Dwarka Nagar, Bengaluru",99acres,D91710090,
L|99acres|M91707054id-M91707054,locality,1,99acres,"Vijay Nagar, Whitefield, Bangalore East",Vijay Nagar,,"Vijay Nagar, Bengaluru",99acres,M91707054,
L|99acres|Y91701338id-Y91701338,locality,1,99acres,"Amruthnagar, Sahakara Nagar, Bangalore North",Amruthnagar,,"Amruthnagar, Bengaluru",99acres,Y91701338,
L|99acres|M91661890id-M91661890,locality,1,99acres,"1st Block Sir M Vishveshwaraiah Layout, Mysore Road, Bangalore West",1st Block Sir M Vishveshwaraiah Layout,,"1st Block Sir M Vishveshwaraiah Layout, Bengaluru",99acres,M91661890,
L|99acres|F89698866id-F89698866,locality,1,99acres,"Whitefield, Bangalore, Bangalore East",Whitefield,,"Whitefield, Bengaluru",99acres,F89698866,
L|99acres|F88565558id-F88565558,locality,1,99acres,"Kodathi, Near Sarjapur Road, Bangalore, Bangalore East",Kodathi,,"Kodathi, Bengaluru",99acres,F88565558,
L|99acres|M88325576id-M88325576,locality,1,99acres,"RK Hegde Nagar, Thanisandra Main Road, Bangalore North",RK Hegde Nagar,,"RK Hegde Nagar, Bengaluru",99acres,M88325576,
L|99acres|H77916597id-H77916597,locality,1,99acres,"Gandhipuram, Whitefield, Bangalore East",Gandhipuram,,"Gandhipuram, Bengaluru",99acres,H77916597,
L|99acres|K46722269id-K46722269,locality,1,99acres,"BTM Layout, Bangalore, Bangalore South",BTM Layout,,"BTM Layout, Bengaluru",99acres,K46722269,
L|99acres|A54632536id-A54632536,locality,1,99acres,"AECS Layout, Marathahalli, Bangalore East",AECS Layout,,"AECS Layout, Bengaluru",99acres,A54632536,
L|99acres|X46722849id-X46722849,locality,1,99acres,"2nd Phase JP Nagar, Bangalore, Bangalore South",2nd Phase JP Nagar,,"2nd Phase JP Nagar, Bengaluru",99acres,X46722849,
L|99acres|H89355255id-H89355255,locality,1,99acres,"Neeladri Nagar, Bangalore, Bangalore South",Neeladri Nagar,,"Neeladri Nagar, Bengaluru",99acres,H89355255,
L|99acres|L81928286id-L81928286,locality,1,99acres,"SR Krishnappa Garden, Jayanagar, Bangalore South",SR Krishnappa Garden,,"SR Krishnappa Garden, Bengaluru",99acres,L81928286,
L|99acres|V91526122id-V91526122,locality,1,99acres,"Hongasandra, Hosur Road, Bangalore South",Hongasandra,,"Hongasandra, Bengaluru",99acres,V91526122,
L|99acres|W51505944id-W51505944,locality,1,99acres,"Jayanagar, Bangalore, Bangalore South",Jayanagar,,"Jayanagar, Bengaluru",99acres,W51505944,
L|99acres|Z91355116id-Z91355116,locality,1,99acres,"Palanahalli, Yelahanka, Bangalore North",Palanahalli,,"Palanahalli, Bengaluru",99acres,Z91355116,
L|99acres|M91354720id-M91354720,locality,1,99acres,"Electronic City, Bangalore, Bangalore South",Electronic City,,"Electronic City, Bengaluru",99acres,M91354720,
L|99acres|Y90462506id-Y90462506,locality,1,99acres,"Kadugodi, Bangalore, Bangalore East",Kadugodi,,"Kadugodi, Bengaluru",99acres,Y90462506,
L|99acres|S91275800id-S91275800,locality,1,99acres,"Chikkabanavar , Bangalore, Bangalore North",Chikkabanavar,,"Chikkabanavar, Bengaluru",99acres,S91275800,
L|99acres|Q91153788id-Q91153788,locality,1,99acres,"Kammanahalli, Bangalore, Bangalore North",Kammanahalli,,"Kammanahalli, Bengaluru",99acres,Q91153788,
L|99acres|Q91112280id-Q91112280,locality,1,99acres,"Domlur, Bangalore, Bangalore East",Domlur,,"Domlur, Bengaluru",99acres,Q91112280,
L|99acres|J91002070id-J91002070,locality,1,99acres,"Gandhipuram, Whitefield, Bangalore East",Gandhipuram,,"Gandhipuram, Bengaluru",99acres,J91002070,
L|99acres|M90163600id-M90163600,locality,1,99acres,"Varthur, Bangalore, Bangalore East",Varthur,,"Varthur, Bengaluru",99acres,M90163600,
L|99acres|A90979232id-A90979232,locality,1,99acres,"Thyagaraja Nagar, Basavangudi, Bangalore, Bangalore South",Thyagaraja Nagar,,"Thyagaraja Nagar, Bengaluru",99acres,A90979232,
L|99acres|O85008242id-O85008242,locality,1,99acres,"Amruthahalli, Near Hebbal, Bangalore, Bangalore North",Amruthahalli,,"Amruthahalli, Bengaluru",99acres,O85008242,
L|99acres|C87469074id-C87469074,locality,1,99acres,"Doddanagamangala, Bangalore, Bangalore South",Doddanagamangala,,"Doddanagamangala, Bengaluru",99acres,C87469074,
L|99acres|T82072372id-T82072372,locality,1,99acres,"Kasavanahalli Village, Marathahalli, Bangalore East",Kasavanahalli Village,,"Kasavanahalli Village, Bengaluru",99acres,T82072372,
L|99acres|C90838414id-C90838414,locality,1,99acres,"Mico Layout, Hongasandra, Hosur Road, Bangalore South",Mico Layout,,"Mico Layout, Bengaluru",99acres,C90838414,
L|99acres|R90834024id-R90834024,locality,1,99acres,"Lakkasandra Extension, Wilson Garden, Bangalore, Bangalore Central",Lakkasandra Extension,,"Lakkasandra Extension, Bengaluru",99acres,R90834024,
L|99acres|G86019302id-G86019302,locality,1,99acres,"Prakash Layout, Varthur, Bangalore East",Prakash Layout,,"Prakash Layout, Bengaluru",99acres,G86019302,
L|99acres|U84630186id-U84630186,locality,1,99acres,"Nallurhalli, Whitefield, Bangalore East",Nallurhalli,,"Nallurhalli, Bengaluru",99acres,U84630186,
L|99acres|Q90588402id-Q90588402,locality,1,99acres,"6th block Koramangala, Bangalore, Bangalore South",6th block Koramangala,,"6th block Koramangala, Bengaluru",99acres,Q90588402,
L|99acres|N90578938id-N90578938,locality,1,99acres,"Sinthan Nagar, Thanisandra, Bangalore North",Sinthan Nagar,,"Sinthan Nagar, Bengaluru",99acres,N90578938,
L|99acres|A90535700id-A90535700,locality,1,99acres,"Neeladri Nagar, Bangalore, Bangalore South",Neeladri Nagar,,"Neeladri Nagar, Bengaluru",99acres,A90535700,
